Date,Open,High,Low,Close,Volume,stock
,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,
2016-06-30,212.9881312673779,214.19332055583646,211.90347114689354,212.36363220214844,12758283,RELIANCE.NS
2016-07-01,213.15246503890143,214.0399048415443,212.54986313434435,213.30584716796875,6610193,RELIANCE.NS
2016-07-04,213.7550559001002,217.7211819808993,213.7550559001002,216.209228515625,7803505,RELIANCE.NS
2016-07-05,216.07779833450346,219.7590725702921,214.80688832401066,217.61166381835938,11359882,RELIANCE.NS
2016-07-07,217.48016753091017,219.23315017798382,216.0887285041374,216.47219848632812,12029091,RELIANCE.NS
2016-07-08,216.2749858086854,216.7132204856403,213.9413130172721,214.39051818847656,7140617,RELIANCE.NS
2016-07-11,217.15148817014477,218.0170309850437,215.94631345185854,217.4801788330078,8266601,RELIANCE.NS
2016-07-12,218.08275693294104,220.2192095825254,217.15147895047446,219.86862182617188,9767494,RELIANCE.NS
2016-07-13,220.26302825016242,222.78295083064842,220.03295504007122,221.04092407226562,14915296,RELIANCE.NS
2016-07-14,220.89851621188743,222.2132496337903,218.74013706735187,220.1973114013672,10758372,RELIANCE.NS
2016-07-15,221.0957305654922,223.72521214043303,219.89055577661495,221.7969207763672,13992989,RELIANCE.NS
2016-07-18,225.25906777722636,227.6146525370056,219.5070761689517,220.49313354492188,32106850,RELIANCE.NS
2016-07-19,220.43835928629463,224.15250102015793,218.09373034048267,223.02401733398438,16649300,RELIANCE.NS
2016-07-20,223.49511435764805,225.32478807701338,222.7500861272933,224.16343688964844,12265316,RELIANCE.NS
2016-07-21,224.38258449085785,224.60171649352628,220.21923734076717,220.5150604248047,6711097,RELIANCE.NS
2016-07-22,220.43834691041494,223.02400481294032,220.24112666535078,222.37759399414062,6899519,RELIANCE.NS
2016-07-25,222.19132254947732,224.3277751829863,220.73414831611845,224.10865783691406,8241568,RELIANCE.NS
2016-07-26,224.16343569927,226.74909350254921,222.45427652916797,224.3935089111328,10516399,RELIANCE.NS
2016-07-27,224.17440155171042,224.82081237449123,221.08475909083396,221.99412536621094,11030767,RELIANCE.NS
2016-07-28,222.39951032823146,225.80687300244747,221.98317272151652,224.8975067138672,15610838,RELIANCE.NS
2016-07-29,224.38256159883497,224.57978184384848,221.75308022637645,222.3885498046875,9629597,RELIANCE.NS
2016-08-01,223.06783253491668,223.5718170838445,220.23017499498482,221.2052764892578,7978251,RELIANCE.NS
2016-08-02,220.87658275910007,223.50606397170145,220.50406865434485,221.92837524414062,7710138,RELIANCE.NS
2016-08-03,222.2789951189447,222.2789951189447,217.26107566933763,217.7979278564453,11872282,RELIANCE.NS
2016-08-04,218.90448495913924,219.12360231558625,215.48615180727774,217.58973693847656,10187608,RELIANCE.NS
2016-08-05,218.68536299131176,223.28695933339728,218.47720149315316,222.6843719482422,12109001,RELIANCE.NS
2016-08-08,223.4841835794608,226.57382626597882,223.21027223914086,225.53298950195312,13556347,RELIANCE.NS
2016-08-09,225.03994391204938,226.68336794872005,223.72519590631683,225.85069274902344,13290768,RELIANCE.NS
2016-08-10,225.97121519610445,226.69431706997543,219.56184262830763,219.92340087890625,13471958,RELIANCE.NS
2016-08-11,219.550907674334,224.1305923179597,219.0359672314781,222.2132568359375,14169454,RELIANCE.NS
2016-08-12,222.84869275222752,228.52400763349493,222.84869275222752,226.9682159423828,16365425,RELIANCE.NS
2016-08-16,227.06684337150415,228.94034067460092,222.5200265222684,224.5797882080078,13367575,RELIANCE.NS
2016-08-17,224.40445912127265,225.4343398697291,220.70127369907684,222.03793334960938,15486572,RELIANCE.NS
2016-08-18,222.6295911610184,224.30588288570934,222.6295911610184,223.07879638671875,7749690,RELIANCE.NS
2016-08-19,223.06782822626903,223.94432689286407,220.67937594209448,222.3885498046875,8177802,RELIANCE.NS
2016-08-22,221.75305192492493,223.44031383688093,220.70125951017755,221.72018432617188,6684236,RELIANCE.NS
2016-08-23,221.7530993336182,222.41048070387075,220.21923384857547,221.41346740722656,7320433,RELIANCE.NS
2016-08-24,221.68733993219632,223.93336588537835,221.53395778862702,223.61563110351562,8719596,RELIANCE.NS
2016-08-25,223.7690202799804,225.47819415706164,221.0957154142639,221.90647888183594,14960746,RELIANCE.NS
2016-08-26,223.04588980503635,225.8725764569878,222.32277337204712,225.23712158203125,9639663,RELIANCE.NS
2016-08-29,225.09471573209223,232.21623428045746,224.84271615613008,231.71224975585938,16193208,RELIANCE.NS
2016-08-30,232.70927052638626,234.1335625806446,230.73715583301112,233.6734161376953,18170724,RELIANCE.NS
2016-08-31,233.34471559525892,235.33874193954605,229.4223981100357,232.27101135253906,23295502,RELIANCE.NS
2016-09-01,230.73714215810568,235.06482665749513,224.75506322637952,225.52200317382812,42621045,RELIANCE.NS
2016-09-02,225.93833984566922,226.25607463645417,219.62758451940596,222.0489044189453,28124615,RELIANCE.NS
2016-09-06,223.4841766357422,224.60170444468378,222.41047229951775,223.4841766357422,11510431,RELIANCE.NS
2016-09-07,223.94430904895532,225.05088084801332,221.9831503866944,222.99111938476562,12927438,RELIANCE.NS
2016-09-08,224.17439867914888,227.00110027853464,223.5498995998095,226.44232177734375,12206479,RELIANCE.NS
2016-09-09,226.7929146937263,230.05785085989774,225.69729872692147,228.8855438232422,15269894,RELIANCE.NS
2016-09-12,225.78495913721363,231.394524338763,225.51106244283108,229.31285095214844,33684893,RELIANCE.NS
2016-09-14,229.6415429885336,232.05189242284777,228.08576587313954,228.92938232421875,18604842,RELIANCE.NS
2016-09-15,229.42237877868652,234.50604701607628,229.42237877868652,233.36660766601562,31371009,RELIANCE.NS
2016-09-16,233.8048629178724,239.68832417292575,232.07377748863263,235.67835998535156,39324529,RELIANCE.NS
2016-09-19,235.02100275325975,238.40646805360544,234.68137087565125,237.1793670654297,16678060,RELIANCE.NS
2016-09-20,237.52999226973202,237.69433029082327,234.2540999520163,235.38258361816406,11531268,RELIANCE.NS
2016-09-21,235.33873119316556,237.7271686484949,234.24311526602497,234.95526123046875,10943394,RELIANCE.NS
2016-09-22,237.31087697435294,240.11565236203208,236.4343782662475,238.61465454101562,18761415,RELIANCE.NS
2016-09-23,238.62559838918483,243.10667989017782,238.62559838918483,241.64950561523438,31085948,RELIANCE.NS
2016-09-26,241.78098748676916,247.51108204959635,241.09075316690135,242.61366271972656,38213411,RELIANCE.NS
2016-09-27,244.76105284756102,246.72221160461515,242.48217393863686,243.3367462158203,19374535,RELIANCE.NS
2016-09-28,242.76704424669765,242.7889559829122,238.03397757841137,238.98716735839844,24820234,RELIANCE.NS
2016-09-29,239.94034221374443,243.39152821682944,233.89252786678682,234.9990997314453,21260295,RELIANCE.NS
2016-09-30,234.02400381284568,239.8417450815078,233.65148968422855,237.46424865722656,11199883,RELIANCE.NS
2016-10-03,238.187344467522,242.7779845562196,235.831774466108,238.99810791015625,18125170,RELIANCE.NS
2016-10-04,239.5130431590022,242.85467040972992,239.2829553211116,240.23614501953125,13113580,RELIANCE.NS
2016-10-05,241.91244179880178,242.4602497633129,237.92438928548657,238.71322631835938,10789932,RELIANCE.NS
2016-10-06,239.28295858002704,246.7879471034055,239.28295858002704,243.40249633789062,21111045,RELIANCE.NS
2016-10-07,244.10368789232973,246.0867437705648,242.46026390295623,243.00807189941406,15280380,RELIANCE.NS
2016-10-10,244.10368314905867,245.85668040552162,239.7212046352273,240.23614501953125,11553662,RELIANCE.NS
2016-10-13,238.6255768300582,238.63653269668467,230.51800148929019,231.64649963378906,21938040,RELIANCE.NS
2016-10-14,232.92839274078395,237.09173956819788,232.63256967967394,236.1385498046875,15265659,RELIANCE.NS
2016-10-17,236.65345897379677,236.82876746466033,231.99708407763043,232.41342163085938,9826781,RELIANCE.NS
2016-10-18,233.58574173949458,237.25607423242542,232.72021361225353,236.89451599121094,11073137,RELIANCE.NS
2016-10-19,237.62856792422673,239.87459375908222,236.96024542084314,238.26402282714844,17073242,RELIANCE.NS
2016-10-20,239.71025688679038,240.5977114122487,237.54093660440458,238.30787658691406,10125508,RELIANCE.NS
2016-10-21,240.3785992596081,240.3785992596081,231.92042067064696,233.19134521484375,43608816,RELIANCE.NS
2016-10-24,234.4622401779821,235.33873879895182,232.41343452491034,232.99411010742188,10513017,RELIANCE.NS
2016-10-25,233.36664168088976,233.4214210203844,231.00010107808697,232.457275390625,7658966,RELIANCE.NS
2016-10-26,231.4054887343722,232.15051702520236,230.53994589357248,230.9672393798828,10945927,RELIANCE.NS
2016-10-27,230.32080285751425,230.93434603448048,228.63355546402568,229.79490661621094,12842476,RELIANCE.NS
2016-10-28,230.0797990260395,231.83278181359154,228.72122749224073,231.16445922851562,8127969,RELIANCE.NS
2016-11-01,230.3646548876319,231.38357989569866,229.51006790430898,230.29891967773438,10223897,RELIANCE.NS
2016-11-02,228.1076652670801,228.5130469825886,223.72518672187593,224.32777404785156,7039997,RELIANCE.NS
2016-11-03,224.34971607016269,226.73816858934245,223.6375699755637,224.3716278076172,7311872,RELIANCE.NS
2016-11-04,223.56084968743372,225.01802391976943,219.12359178665108,220.33973693847656,11535892,RELIANCE.NS
2016-11-07,222.19132617234345,222.75009004126457,218.91543403119258,219.37559509277344,9506040,RELIANCE.NS
2016-11-08,220.37260623932875,220.37260623932875,218.75107935772692,219.89053344726562,13432073,RELIANCE.NS
2016-11-09,208.16744659831843,221.09573750918773,203.78496741756317,220.131591796875,21640144,RELIANCE.NS
2016-11-10,223.19927178056398,225.46720924769633,220.6574376551577,221.4024658203125,9764091,RELIANCE.NS
2016-11-11,218.65247790372766,222.95826545678722,218.04989056675313,219.50706481933594,14775330,RELIANCE.NS
2016-11-15,218.35669925957976,219.1236247128609,214.642542669553,215.92442321777344,14487470,RELIANCE.NS
2016-11-16,218.02796104093773,218.42238686421257,214.89449544249757,216.17636108398438,16550762,RELIANCE.NS
2016-11-17,216.05586996950544,218.71821896735528,213.51403551681352,214.24810791015625,12628378,RELIANCE.NS
2016-11-18,215.83674400938568,217.52399145630736,215.1793627164438,216.38455200195312,18163751,RELIANCE.NS
2016-11-21,216.39551980260552,217.71025320633922,215.44233003986872,217.2610626220703,13232434,RELIANCE.NS
2016-11-22,218.6196106415124,220.83275437878703,217.65546504992258,219.4413299560547,17646355,RELIANCE.NS
2016-11-23,220.21923489628998,221.42442432926816,219.02501595928516,221.09573364257812,13107911,RELIANCE.NS
2016-11-24,220.33976837113173,220.33976837113173,215.22323134077436,216.35171508789062,18913793,RELIANCE.NS
2016-11-25,216.93236944293764,218.22519109586784,215.69432712891745,217.7431182861328,10454964,RELIANCE.NS
2016-11-28,217.58972699570444,219.25506271058478,215.63952410313317,216.1982879638672,8312777,RELIANCE.NS
2016-11-29,216.7132492987309,220.0658474144601,216.5050877995012,218.61962890625,9885281,RELIANCE.NS
2016-11-30,219.11263381166225,219.11263381166225,216.1982853750246,216.9433135986328,27596098,RELIANCE.NS
2016-12-01,219.1235981279182,222.4104608030963,218.0279821119677,218.6305694580078,12627845,RELIANCE.NS
2016-12-02,218.2251599718753,220.21918613311286,217.32676431455627,217.97317504882812,12481430,RELIANCE.NS
2016-12-05,218.02800121252534,219.05788211302172,216.16544504584246,217.77601623535156,3987213,RELIANCE.NS
2016-12-06,218.2470929162493,220.55885404986077,217.94032863228978,220.26303100585938,6726369,RELIANCE.NS
2016-12-07,220.00009582053,220.78893291250873,218.32380420116445,218.93734741210938,4930865,RELIANCE.NS
2016-12-08,220.23016619044338,223.90049879572112,220.076784046523,223.51702880859375,8750556,RELIANCE.NS
2016-12-09,223.94431471865443,226.10267903753314,223.5718006115034,225.46722412109375,8239158,RELIANCE.NS
2016-12-12,223.6156405764741,228.26106019587357,223.6156405764741,225.08377075195312,9023848,RELIANCE.NS
2016-12-13,225.25903839411248,228.10765147029963,225.1604355948428,227.84469604492188,10365823,RELIANCE.NS
2016-12-14,227.8446949288044,233.2460980295851,227.49410719978505,232.16143798828125,24139260,RELIANCE.NS
2016-12-15,230.60568174640076,233.9363532348296,229.78396242814503,230.7261962890625,19331986,RELIANCE.NS
2016-12-16,230.51800148929019,232.70924795120402,230.51800148929019,231.64649963378906,14942206,RELIANCE.NS
2016-12-19,231.1753931322906,233.79391851033174,231.03295223241926,232.82977294921875,15009634,RELIANCE.NS
2016-12-20,231.10969234102052,232.4901610581979,230.7700457824372,231.81088256835938,11688169,RELIANCE.NS
2016-12-21,232.29293525698972,233.87062410205024,231.6574802973112,232.98316955566406,20367894,RELIANCE.NS
2016-12-22,231.83275237879724,232.851677242946,230.28793128242083,230.81382751464844,28892834,RELIANCE.NS
2016-12-23,230.51800132189487,234.23215712416223,230.51800132189487,231.6793670654297,10265033,RELIANCE.NS
2016-12-26,231.0329496210431,233.58573976751669,228.9074529147019,229.52099609375,15321770,RELIANCE.NS
2016-12-27,229.60867349698816,233.82679959968016,229.4224091178969,233.3009033203125,17442849,RELIANCE.NS
2016-12-28,234.0020909222067,234.36364918135376,229.44431834180284,230.0140380859375,9637310,RELIANCE.NS
2016-12-29,230.0797895919845,234.19931286977828,229.97021628755195,233.46524047851562,8772325,RELIANCE.NS
2016-12-30,233.32279948323998,237.74910140510195,232.95028537724681,237.1793670654297,15711974,RELIANCE.NS
2017-01-02,237.52999813923313,238.844746222433,234.9772076785653,237.7710418701172,7097888,RELIANCE.NS
2017-01-03,238.81184374637823,240.37857657270558,236.8945085569266,238.71322631835938,6434204,RELIANCE.NS
2017-01-04,239.48018603578305,239.50209777108125,233.21325421257254,233.83775329589844,10392483,RELIANCE.NS
2017-01-05,234.68139040210534,236.6315787758402,234.18836171787427,236.08377075195312,8734164,RELIANCE.NS
2017-01-06,235.38256750773473,237.74910798611037,235.1415237993049,235.54690551757812,7845839,RELIANCE.NS
2017-01-09,235.99613871329947,237.96825357477653,234.68140522386673,236.14952087402344,5228980,RELIANCE.NS
2017-01-10,236.65344986491527,239.80882705110653,236.65344986491527,238.81182861328125,11349916,RELIANCE.NS
2017-01-11,239.94031505064584,240.093697177243,237.52995135320998,237.97915649414062,11475958,RELIANCE.NS
2017-01-12,238.18733569952568,238.92140804330162,236.609646969281,237.3765869140625,4371992,RELIANCE.NS
2017-01-13,237.65050785358756,240.48816546075227,237.65050785358756,238.93238830566406,7234429,RELIANCE.NS
2017-01-16,238.833782703287,239.71026677001538,235.32780255439215,235.831787109375,12013154,RELIANCE.NS
2017-01-17,233.36661268828124,234.02397930787492,227.55984252266566,228.1624298095703,39234251,RELIANCE.NS
2017-01-18,228.45824549289813,229.6415229986983,225.42338260117535,226.2560577392578,15867619,RELIANCE.NS
2017-01-19,226.82579205961582,229.04990631766094,225.9164257947301,226.50807189941406,15284274,RELIANCE.NS
2017-01-20,226.56285777638678,227.32978315736966,224.36065518996853,224.77699279785156,8784907,RELIANCE.NS
2017-01-23,223.90050227358637,225.91642579269003,221.9283875975284,222.607666015625,13708502,RELIANCE.NS
2017-01-24,222.84870045800457,225.43435840873732,222.84870045800457,225.10568237304688,9419288,RELIANCE.NS
2017-01-25,226.13554131281234,226.28892344795148,222.662429147312,222.9144287109375,23856654,RELIANCE.NS
2017-01-27,223.56083263134082,225.4562560382322,223.28692134251415,224.6235809326172,21861796,RELIANCE.NS
2017-01-30,224.59072661549607,229.30188111786623,224.5578590141721,228.94032287597656,15678126,RELIANCE.NS
2017-01-31,229.3895276015269,230.91243700850686,227.95426513123775,229.02796936035156,15125194,RELIANCE.NS
2017-02-01,229.22518583889223,230.2769783165975,226.8367337165789,230.00306701660156,11312284,RELIANCE.NS
2017-02-02,230.079778416935,230.25507229179027,227.50507649336802,228.6554718017578,9099129,RELIANCE.NS
2017-02-03,229.2032885216931,230.17838999238342,225.71922023490347,226.4971160888672,13219481,RELIANCE.NS
2017-02-06,227.23118183462378,228.96225285762426,226.14652164983733,228.25010681152344,9991907,RELIANCE.NS
2017-02-07,228.32677633123987,228.40346739986748,225.083751951033,225.89450073242188,9905562,RELIANCE.NS
2017-02-08,225.89452132915633,227.5050924264882,223.94433295283355,224.6345672607422,16230826,RELIANCE.NS
2017-02-09,225.25905956214984,226.57380755793764,224.99611873938824,226.29989624023438,9861688,RELIANCE.NS
2017-02-10,226.7929119266927,226.91342646355918,224.7221945566841,225.73016357421875,12518554,RELIANCE.NS
2017-02-13,226.35469357045574,226.57382556750173,223.94434399424435,225.66445922851562,8565757,RELIANCE.NS
2017-02-14,226.79291008225553,230.71522745061657,225.67538240393077,230.0359344482422,18244623,RELIANCE.NS
2017-02-15,230.71524167192365,231.72321074339212,229.03893542378324,230.36463928222656,15236663,RELIANCE.NS
2017-02-16,230.63853673918584,234.3417221479759,230.63853673918584,233.9144287109375,19655195,RELIANCE.NS
2017-02-17,233.69534970092332,236.2590961163073,231.93139632888574,235.66744995117188,14847356,RELIANCE.NS
2017-02-20,234.58275942983158,236.40149191079263,233.69531955127553,235.6455078125,11650581,RELIANCE.NS
2017-02-21,235.60168880830594,239.05288946422192,235.13057187818862,238.45030212402344,14186476,RELIANCE.NS
2017-02-22,239.50211128614956,265.5011180509392,239.28297929347514,264.5917663574219,127323130,RELIANCE.NS
2017-02-23,265.92835544637404,267.7689994363371,258.42336785641373,259.16839599609375,62249698,RELIANCE.NS
2017-02-27,260.866627790657,275.3945172115851,260.8337748164993,271.47222900390625,83422197,RELIANCE.NS
2017-02-28,269.96027633993856,273.4662710516185,269.1933363399269,271.2859802246094,36111716,RELIANCE.NS
2017-03-01,271.7351735517845,272.6774073952574,269.5220298454828,270.5080871582031,24385665,RELIANCE.NS
2017-03-02,271.2530689376841,274.93435713968313,268.8756019997644,271.0010986328125,18063590,RELIANCE.NS
2017-03-03,272.05287194972334,282.18732577712404,272.05287194972334,275.7779541015625,84305639,RELIANCE.NS
2017-03-06,278.0677948262167,287.4901024625044,277.2460902851319,286.0329284667969,66724743,RELIANCE.NS
2017-03-07,288.9911003647229,290.7769503286814,284.016991139202,285.9452819824219,42071555,RELIANCE.NS
2017-03-08,286.5479276923552,286.5479276923552,281.81487579730856,282.9324035644531,43336972,RELIANCE.NS
2017-03-09,282.6694200525015,284.4223878855651,280.80686430363784,281.9572448730469,31094457,RELIANCE.NS
2017-03-10,282.72418919033964,283.98415769531164,276.35864072240764,280.8397216796875,24785585,RELIANCE.NS
2017-03-14,288.9692795139985,289.02407348622324,281.62864251529345,282.5599060058594,27765035,RELIANCE.NS
2017-03-15,282.8994636001208,288.43233659518233,282.757051975507,285.9452819824219,24107889,RELIANCE.NS
2017-03-16,287.05187511281883,287.1395220391734,283.4582341136873,284.345703125,15924023,RELIANCE.NS
2017-03-17,286.61365450567615,289.2321799625434,284.433393001409,285.0140686035156,22727289,RELIANCE.NS
2017-03-20,286.1754066311194,286.23020059316633,280.11665131037563,280.65350341796875,12869337,RELIANCE.NS
2017-03-21,280.9602510595368,281.33275051358873,275.9423180228829,276.9283752441406,22596181,RELIANCE.NS
2017-03-22,274.34273665370296,277.3885556210907,273.1485324538092,276.0299987792969,20291685,RELIANCE.NS
2017-03-23,276.7858960785551,279.94127289929634,275.65742737883346,279.010009765625,11807911,RELIANCE.NS
2017-03-24,279.1853376093061,283.10765469710515,277.94728085632715,281.9572448730469,16282523,RELIANCE.NS
2017-03-27,278.5280025205822,280.2043234504644,273.2909513769059,274.1455383300781,32452615,RELIANCE.NS
2017-03-28,275.6575275851925,276.9722610914353,272.1734442998629,272.9732666015625,21707345,RELIANCE.NS
2017-03-29,274.2770194864363,276.09575214330283,270.2561134074738,275.3616943359375,18924345,RELIANCE.NS
2017-03-30,275.0001238069155,279.3278232618648,274.56188909207935,278.4294128417969,27862325,RELIANCE.NS
2017-03-31,277.41050386414764,293.1107177030367,277.41050386414764,289.4403991699219,45390562,RELIANCE.NS
2017-04-03,294.0639196340926,302.50017278951555,292.97924472262855,301.2182922363281,44886623,RELIANCE.NS
2017-04-05,305.721265165486,310.71728735471936,302.4125051940222,310.0599060058594,40323877,RELIANCE.NS
2017-04-06,308.7451521897154,317.4881685029597,307.2551249531842,315.20928955078125,50620850,RELIANCE.NS
2017-04-07,311.4403494809205,314.22319803599214,307.33176796427006,308.2192077636719,31875272,RELIANCE.NS
2017-04-10,308.9642744530204,312.2292107880125,301.79893220247726,302.6864013671875,30768410,RELIANCE.NS
2017-04-11,304.1106704062244,306.8716366186177,300.2212352800401,300.7142639160156,32249647,RELIANCE.NS
2017-04-12,303.0040836901894,303.8039058521224,296.0688298197195,296.6933288574219,27448279,RELIANCE.NS
2017-04-13,296.69329027517574,300.9442830782796,295.23611629181187,299.0598449707031,12713918,RELIANCE.NS
2017-04-17,299.1037508797492,305.79797665427475,299.1037508797492,304.9872131347656,11837502,RELIANCE.NS
2017-04-18,306.7620953689361,308.96426861459565,299.5419592890634,300.2431640625,16016414,RELIANCE.NS
2017-04-19,299.98019431958176,302.9493368014956,297.4712275270308,299.9363708496094,11572557,RELIANCE.NS
2017-04-20,302.1713785375089,303.880522685304,298.9064138384233,300.10064697265625,8393496,RELIANCE.NS
2017-04-21,302.50013381105487,311.374649837,302.0728403483843,307.32086181640625,30230907,RELIANCE.NS
2017-04-24,308.75608196859093,314.4423671524225,306.8168496086532,310.5857849121094,25512511,RELIANCE.NS
2017-04-25,319.9204641856001,321.6186675605162,312.49218110489363,313.9602966308594,36764315,RELIANCE.NS
2017-04-26,314.4423521427872,315.54890929511157,307.342745813705,310.3775939941406,16763153,RELIANCE.NS
