Date,Close,High,Low,Open,Volume
2019-01-01,112.14735412597656,114.2416392166996,111.71819705882109,113.55498790925085,4036542
2019-01-02,111.7696762084961,113.74379834481597,110.89419316274605,112.88548437250299,8822139
2019-01-03,111.75253295898438,112.59367805223324,110.9113878657355,112.2675214613764,9446080
2019-01-04,111.39202117919922,112.21600405401834,109.7440624145385,111.40919025397822,6414073
2019-01-07,111.32337188720703,112.18168602712448,110.65388965206276,111.95852295375028,5076276
2019-01-08,111.7696762084961,112.43915831290943,110.75686153018057,111.58084434059644,5559089
2019-01-09,112.95415496826172,114.1901257819108,111.4263587796504,111.4263587796504,10474346
2019-01-10,111.83834075927734,113.65796921080513,110.89419537093272,113.5721378118647,8265043
2019-01-11,112.85115051269531,113.26314542604288,111.06586017645427,111.78684254359095,4263836
2019-01-14,107.30643463134766,113.67512698498969,106.89444672606177,113.31463931410875,18435523
2019-01-15,113.22882080078125,114.08713485526033,108.16476089437705,109.52090129144058,40188776
2019-01-16,115.54627990722656,116.66208828581308,112.9713374951038,113.91548304621548,26390100
2019-01-17,115.15143585205078,116.25007498068501,113.84679577494255,115.7007554163679,14104487
2019-01-18,118.8421859741211,119.30568115011407,114.46479129455169,115.35743651150301,26911902
2019-01-21,115.97542572021484,118.41302925180834,114.39612227273881,116.73073929380782,41658250
2019-01-22,118.96234893798828,120.02666389132087,115.35743011986467,115.63209339523641,17817926
2019-01-23,120.69615173339844,122.15528560979685,119.47734299559227,119.70049905929466,26499796
2019-01-24,120.76480102539062,121.19395800152951,118.96234172560729,120.23264358098767,11281453
2019-01-25,121.34846496582031,123.0307688779038,119.47734313958654,119.56317454418401,13964137
2019-01-28,121.93212127685547,124.52421834081906,121.62311985965987,121.65745800711078,18399880
2019-01-29,123.73967742919922,124.22168489557401,121.55339825732456,122.56906585322955,12320260
2019-01-30,125.0652084350586,126.58011510314022,123.25765937191932,123.60195443156489,19757160
2019-01-31,127.1137924194336,127.87125294398248,125.08245667299317,126.01205076018785,20517517
2019-02-01,127.92285919189453,128.23271913929543,125.15128118240217,127.42363416134788,8977608
2019-02-04,127.81958770751953,129.0074030360793,126.73506371392232,127.38921881967875,8383256
2019-02-05,126.85554504394531,128.14665156952904,125.94316870296043,127.38920520973375,6550401
2019-02-06,128.14663696289062,129.09344830706422,126.95882189662572,127.09654831596418,5811361
2019-02-07,128.62867736816406,128.93853734087784,127.26871458440462,128.07779962844745,5982481
2019-02-08,128.3188018798828,129.07626226545304,126.94162155615909,127.90565058464624,3735809
2019-02-11,128.43931579589844,129.93700506040807,127.2859216258137,127.69908694664619,7927406
2019-02-12,129.1106719970703,129.5410408103312,126.82111551428297,128.8180296096938,7939320
2019-02-14,129.14511108398438,130.2812875878714,128.74916335794697,129.5926974654431,8199603
2019-02-15,129.48941040039062,129.91977924105078,127.44085752072881,129.19675398498077,9393792
2019-02-18,129.3172607421875,130.41900215431878,127.64742406406518,130.41900215431878,9280197
2019-02-19,125.13406372070312,129.24840086059532,124.70369489932543,128.26715434409348,8171619
2019-02-20,128.14663696289062,128.7663708264117,124.35939158619621,125.04798165468611,11761287
2019-02-21,128.9557342529297,129.73039807010377,127.66462789097285,128.35321795068316,6861558
2019-02-22,130.40179443359375,130.83216329964915,128.59424519616107,129.11068783542754,8519101
2019-02-25,132.69134521484375,133.13893156998685,130.57392230722863,131.1075824226146,12475916
2019-02-26,133.46600341796875,133.91358975420093,131.2625068432105,132.38146567909072,10140096
2019-02-27,128.9040985107422,132.15768381440563,128.21550843549485,130.91821607520006,21357373
2019-02-28,127.010498046875,129.69598860312274,126.21861651977996,129.07626863439074,25142033
2019-03-01,129.35166931152344,130.26405955599992,125.8398627714687,127.69906435813353,18763773
2019-03-05,125.18570709228516,128.99016999273636,124.63482943805305,128.76636981659178,36042630
2019-03-06,127.36621856689453,131.24526764742606,125.3693045147363,125.96607698577155,43014120
2019-03-07,123.41830444335938,128.67453391681423,122.79857053783016,128.53682149754184,16200268
2019-03-08,118.29978942871094,120.3885072102956,117.77185912379434,119.86059091478099,54689738
2019-03-11,119.2408447265625,119.76876096774512,118.18501224419724,118.8965496984781,14708454
2019-03-12,119.97535705566406,120.89347723361534,119.42447934513245,119.81468322264217,12580708
2019-03-13,118.39159393310547,121.92636221565418,117.61120018888448,120.50327314049554,14439446
2019-03-14,117.90960693359375,119.21793121406287,117.06034282105033,119.05725735340798,8978946
2019-03-15,120.93938446044922,121.3066269230591,118.07025894192843,118.43750140453831,17440194
2019-03-18,118.25387573242188,121.53615240046928,117.54232422490858,121.53615240046928,11497228
2019-03-19,118.18501281738281,118.85064146926722,117.10621892227289,118.3456726237476,10103694
2019-03-20,120.06715393066406,120.73279662608935,118.62111753341055,118.62111753341055,12229124
2019-03-22,119.60809326171875,121.07709106033451,118.66702574065012,120.48031858493508,6396058
2019-03-25,117.74890899658203,120.27373940391615,117.51937895955166,120.27373940391615,6747924
2019-03-26,117.0603256225586,118.71294478616933,116.32582665990911,118.0243546354484,7701032
2019-03-27,116.85375213623047,117.70300913498217,116.48650264812369,117.15213840517269,6715462
2019-03-28,116.94556427001953,118.3916008300646,116.64717799721704,117.47348060027053,14209672
2019-04-01,120.11307525634766,121.14596050622733,117.49643402425947,117.51938843075263,14133132
2019-04-02,120.11307525634766,121.14596050622733,118.98838638989815,120.91643045069851,7413134
2019-04-03,120.11307525634766,120.77871802114234,118.52932627884053,120.45737033964089,7538708
2019-04-04,118.91950988769531,120.38850776928922,117.0373677345423,119.81468266076067,12838396
2019-04-05,120.31966400146484,121.12301923648687,119.12610485040857,119.814695051856,7229104
2019-04-08,121.05414581298828,121.88044833352275,119.69991300552186,121.05414581298828,7274928
2019-04-09,125.69065856933594,126.24153633163536,120.89348859437585,120.96234481231242,27982768
2019-04-10,128.99588012695312,129.3631225804934,126.24151969719611,127.61869991207462,37061332
2019-04-11,129.13356018066406,130.64846644299894,128.60564403248293,130.14349768888732,18883256
2019-04-12,130.09764099121094,130.69442757939026,129.1795207103846,129.63858085079775,11578108
2019-04-15,132.0715789794922,132.8978814469044,130.4419074334839,130.83211126897325,14134384
2019-04-16,128.94998168945312,133.7930742402837,127.6187101765424,133.74716542754828,40734118
2019-04-18,130.74029541015625,132.92083062720718,128.62863040748022,132.6683532058353,54851156
2019-04-22,132.32408142089844,132.66837651566226,130.87804482477102,131.06166607343107,16824108
2019-04-23,133.6324005126953,133.97669559439615,131.61253883526433,132.98971916206764,12355568
2019-04-24,134.5275421142578,135.10136717703728,133.2192321786414,134.06848206403424,18298138
2019-04-25,135.51455688476562,135.85885198456492,134.43576277018047,134.5275663911515,20781632
2019-04-26,135.33091735839844,136.180181379682,134.7341448079846,136.06541635003296,12393102
2019-04-30,137.0523681640625,137.46553340404327,135.4227106397846,135.4227106397846,14679834
2019-05-02,134.802978515625,137.1900963375056,134.3439184736788,137.05236991928132,9078250
2019-05-03,133.54058837890625,134.8259651424245,132.46179427666516,134.7341475131006,14816616
2019-05-06,133.5176239013672,134.87184269958905,132.76017758922256,133.08151123195586,8608690
2019-05-07,134.89480590820312,135.3997747928364,133.26513423549576,134.34392821416648,8707688
2019-05-08,133.5176239013672,135.07842533444736,133.15036744044144,135.07842533444736,7904232
2019-05-09,133.60943603515625,134.55051764251488,133.2651409613573,133.95373110895522,7497994
2019-05-10,133.2880859375,134.2291534194226,133.1274121209911,133.81600218368587,6133344
2019-05-13,132.71426391601562,134.73412534416724,132.32406006969745,133.35694518732737,8563900
2019-05-14,130.6485137939453,132.6683755330523,129.95992360951772,132.6683755330523,16740848
2019-05-15,129.9139862060547,131.26821887450683,129.592638586944,131.0616362608785,8631244
2019-05-16,130.9927978515625,131.75024418874634,130.3042077251405,130.3042077251405,7191096
2019-05-17,131.47479248046875,133.0815026183466,130.96982363525558,131.52070128628824,6713562
2019-05-20,133.24217224121094,133.81599727239617,131.93384836822858,132.8978772224998,8366922
2019-05-21,131.704345703125,133.58649499810608,131.29119439676404,133.40287375187933,5029334
2019-05-22,129.95989990234375,131.97976127298938,128.9958710181218,131.7502312533842,15300108
2019-05-23,129.5467529296875,131.24526672498922,129.22540528791095,131.107554312457,9712568
2019-05-24,129.86810302734375,130.46488957924913,128.5368315029438,130.32716313985426,9855298
2019-05-27,128.766357421875,130.418976575694,128.62864499630774,130.37306776403742,10900622
2019-05-28,129.89105224609375,131.1764148367086,128.3761456113675,128.99587950696454,88274856
2019-05-29,131.15345764160156,132.43882013621715,130.14351996054614,130.60257999568034,11011746
2019-05-30,132.2093048095703,133.12742498185898,131.06165459420944,131.29118463728162,23151914
2019-05-31,131.47479248046875,133.1274114241661,130.83211122719771,132.2781475494077,14648962
2019-06-03,133.72418212890625,134.0684771539646,131.86499459735128,132.43881963911522,11706676
2019-06-04,134.84889221191406,135.85882994458078,133.49465943530203,134.9636572265625,22163334
2019-06-06,133.81602478027344,135.23911395203004,133.58649472061603,134.96367507856053,17201760
2019-06-07,135.4456787109375,135.83588260303154,134.0455509909913,134.27508104405806,13569768
2019-06-10,136.38674926757812,136.79990052769423,135.652250355482,135.76701537270324,14963786
2019-06-11,136.66220092773438,137.48850352546182,135.92770194675285,136.34085324561656,14468168
2019-06-12,136.79991149902344,137.16715397982352,136.27199517934733,136.57038144617272,12445080
2019-06-13,136.9835205078125,137.21305054016787,136.40969542692403,136.79989928380846,10004562
2019-06-14,137.16714477539062,138.45252139074256,136.7999023192339,137.14419737540646,15931606
2019-06-17,137.3278350830078,138.06233409286384,137.1901226477738,137.7180389953754,12357208
2019-06-18,136.79991149902344,137.94756176327698,135.8817912876206,137.48850165757557,16803584
2019-06-19,134.98660278320312,137.35077326021164,134.11439148566066,137.2589556459857,23805922
2019-06-20,131.72731018066406,132.1175000844512,129.63857817918682,130.39602459337826,19120844
2019-06-21,131.22230529785156,133.12740151769032,130.46485909109634,131.75022150199007,12954516
2019-06-24,130.32716369628906,132.025691723591,129.98286861043619,131.06166268132242,6343478
2019-06-25,130.96981811523438,131.42887813527992,129.38606945171725,130.3730456929352,5619496
2019-06-26,131.3600311279297,132.20929502633322,130.62553224256985,130.9009710757549,4663538
2019-06-27,129.5008544921875,132.11748860563426,128.8581731665726,131.91091997029494,10178400
2019-06-28,128.766357421875,130.28125014072432,128.53682737299465,130.28125014072432,6298778
